oldid,genre_ids,id,popularity,title,revenue
5260,"[35, 18]",529862,14.885,Brittany Runs a Marathon,7439448
365,"[12, 10751, 18]",458302,13.571,"Remi, Nobody's Boy",7434840
6528,"[28, 53]",2453,17.155,Harley Davidson and the Marlboro Man,7434726
8947,"[27, 28, 878]",9980,20.074,Maximum Overdrive,7433663
1338,"[35, 18, 10749]",34106,11.85,You Can't Take It with You,7433101
281,"[80, 18]",641,13.513,Requiem for a Dream,7390108
5819,"[35, 14, 10749]",37725,15.711,It's a Boy Girl Thing,7385434
6966,"[35, 28]",746333,61.789,Superwho?,7375119
907,"[35, 53]",596054,13.818,Heroic Losers,7364054
5228,"[18, 36]",20539,15.011,The Crucible,7343114
700,"[18, 10749, 36]",12496,12.294,The Twilight Samurai,7338987
1745,"[12, 28, 16]",614587,14.686,Lupin III: The First,7334393
3131,"[10751, 36, 18]",418680,17.2,Goodbye Christopher Robin,7299662
1432,"[35, 18, 10749]",10451,14.342,Eat Drink Man Woman,7294403
3188,[18],2007,19.302,Lorenzo's Oil,7286388
537,[35],32480,6.256,The Marquis of Grillo,7283223
6635,"[28, 27, 878, 53]",15158,12.434,Phantasm II,7282851
8318,"[10751, 35, 28]",382598,27.427,Full Speed,7268779
2034,"[28, 18, 53]",104,19.672,Run Lola Run,7267585
2822,[18],14291,9.436,Searching for Bobby Fischer,7266383
6879,"[80, 18]",505,13.034,Johnny Handsome,7237794
7046,"[18, 12, 10752]",17339,13.262,Force 10 from Navarone,7230000
3194,"[27, 53]",745881,45.645,The Medium,7230000
4541,"[18, 10752]",16121,8.82,The Big Red One,7206220
6085,"[35, 18]",309304,12.771,Grandma,7205073
3870,"[35, 18]",582206,11.275,The Best Is Yet to Come,7201952
161,"[35, 10402, 10749, 18]",872,21.763,Singin' in the Rain,7200000
7219,"[28, 12, 18, 36]",1492,17.634,1492: Conquest of Paradise,7191399
1817,"[35, 18]",4203,11.92,Women on the Verge of a Nervous Breakdown,7179298
3738,"[12, 18, 10752]",9952,12.593,Rescue Dawn,7177143
7068,"[35, 18]",141043,12.286,A Long Way Down,7176347
6869,"[27, 53, 14]",780609,315.395,Men,7168717
5402,"[35, 10749]",5951,13.706,The Jane Austen Book Club,7163566
5882,"[12, 14, 18, 878, 10749, 10751]",18032,17.711,The Secret of Moonacre,7162618
7655,"[36, 18]",661804,8.123,De Gaulle,7142214
4933,"[35, 10749]",27995,7.512,She's Gotta Have It,7137503
4121,"[28, 80, 53, 18]",16411,19.178,Initial D,7096000
8897,[35],60049,6.699,Come tu mi vuoi,7086000
4537,"[18, 53]",12706,9.83,Croupier,7071143
2747,[18],10876,18.536,Quills,7060876
6894,[27],627290,30.814,Antebellum,7060384
8396,"[12, 27, 53]",34480,24.489,The Descent: Part 2,7048886
3366,"[18, 35]",103747,8.259,The Angels' Share,7034007
6364,"[14, 28, 878]",10529,22.266,Outlander,7033683
6973,"[12, 18]",149087,7.265,Turning Tide,7029858
3332,"[18, 53, 9648]",399057,28.585,The Killing of a Sacred Deer,7027336
7526,[35],14013,13.094,BASEketball,7027290
7450,"[35, 18]",41479,12.344,The Joneses,7022728
4173,"[18, 53]",2652,17.429,Hard Candy,7022209
2723,"[18, 53]",9303,20.283,Bound,7011317
8650,"[35, 18]",10317,12.233,Our Brand Is Crisis,7002261
6685,"[18, 28, 80]",5289,16.205,Chaos,7000000
3288,"[35, 9648, 53]",11219,8.227,The Trouble with Harry,7000000
1503,"[9648, 53, 10749]",4174,15.461,Spellbound,7000000
5644,"[35, 18, 10751, 10402, 10749, 10770]",13649,21.888,High School Musical 2,7000000
1580,"[14, 27]",985,18.157,Eraserhead,7000000
810,"[80, 53, 9648]",845,16.682,Strangers on a Train,7000000
2594,"[80, 18, 9648, 10749, 53]",506,20.348,Marnie,7000000
3299,"[878, 16, 28]",30675,19.445,Planet Hulk,7000000
1653,"[18, 53, 10749]",25673,10.913,A Place in the Sun,7000000
3793,[18],10443,7.415,Fearless,6995302
3072,"[35, 10402, 10749]",2769,12.416,An American in Paris,6981000
2306,"[18, 53]",375315,11.78,The Salesman,6953604
9950,"[12, 14, 28]",9626,16.623,Red Sonja,6948633
8522,"[9648, 27, 53]",422715,12.755,The Bride,6945256
474,"[10749, 18, 12]",86000,12.28,Always,6941450
8149,"[35, 18, 10749]",50725,18.496,Take Me Home Tonight,6928068
7368,"[28, 53, 18]",309886,19.624,Blood Father,6903033
9014,"[28, 18]",408266,17.389,Birth of the Dragon,6901965
1450,"[18, 35]",437586,30.945,mid90s,6897446
7299,"[12, 28, 18]",23759,19.706,Centurion,6890432
2465,[18],88284,9.502,Barbara,6889185
9048,"[28, 80, 18]",26263,13.97,Death Wish 4: The Crackdown,6880310
8260,[35],52067,7.778,Cedar Rapids,6861102
3897,[18],221902,13.695,"Two Days, One Night",6860853
5083,"[35, 18, 10749]",157386,25.074,The Spectacular Now,6854611
6832,"[27, 53]",134597,17.628,The Collection,6842058
5557,"[80, 18, 53]",13195,16.881,Flawless,6819587
9526,"[53, 28]",195590,18.085,Collide,6817535
2585,"[12, 18, 28, 36, 53]",16436,13.451,North Face,6815056
7401,"[53, 80, 28]",738652,20.716,Copshop,6807158
2707,"[28, 35, 10749]",9660,10.913,Operation Petticoat,6800000
1375,"[53, 10752, 28]",3482,12.056,The Train,6800000
4105,[37],4929,22.345,Hang 'em High,6800000
629,"[14, 18, 9648]",5961,13.75,Fanny and Alexander,6795771
222,"[18, 10752, 9648]",46738,25.652,Incendies,6788659
6402,"[28, 18, 36, 10749]",57695,9.157,The Princess of Montpensier,6775121
1826,"[35, 14, 16, 18, 10751]",100271,16.665,A Letter to Momo,6748712
7072,"[12, 18, 878]",245703,19.804,Midnight Special,6740647
7872,"[28, 53, 878]",12088,13.449,Fortress,6739141
7693,"[10749, 18]",10068,22.706,Nine 1/2 Weeks,6735922
1660,"[18, 14, 36, 9648]",16646,11.391,Russian Ark,6723732
4519,"[35, 10749]",11448,14.237,Mighty Aphrodite,6700000
4430,"[28, 16, 10751, 12, 878]",14609,17.704,Ultimate Avengers: The Movie,6700000
5499,"[53, 28, 35, 80, 18, 10749]",11338,12.144,Into the Night,6700000
6429,"[18, 53, 80, 9648]",10851,17.245,Revolver,6700000
5300,[53],10155,14.906,U Turn,6682098
1416,[18],166666,25.688,3096 Days,6677474
9708,"[35, 18]",8944,7.52,What Just Happened,6673422
3893,"[35, 18, 10749]",11054,14.766,Hairspray,6671108
9373,"[28, 53, 27]",10375,15.665,D-Tox,6632383
642,"[878, 80, 28, 16, 9648]",40662,29.949,Batman: Under the Red Hood,6629178
2824,[18],123377,8.472,Pietà,6616296
8856,"[27, 53, 9648]",17,7.208,The Dark,6593579
1690,"[9648, 18, 53]",491584,20.896,Burning,6591038
7998,"[28, 12, 18, 36]",10544,11.364,Ned Kelly,6585516
2082,"[14, 18, 27, 53]",1433,24.507,The Devil's Backbone,6582065
3073,"[18, 35]",78480,7.98,Monsieur Lazhar,6581915
2560,[18],33511,13.716,Nowhere Boy,6577779
987,"[28, 80, 53]",180299,29.185,The Raid 2,6566916
9412,"[27, 9648, 53]",394830,15.793,The Crucifixion,6554322
5400,[35],9900,12.833,Grandma's Boy,6538177
3398,"[35, 18]",43923,17.69,It's Kind of a Funny Story,6491240
2555,"[35, 18, 10752]",256962,13.702,Little Boy,6485961
6107,[35],74387,13.071,Goon,6483963
4510,"[35, 18, 36]",9789,8.216,My Brother Is an Only Child,6463286
7238,"[18, 36, 12, 28, 14, 9648]",589761,78.634,Chernobyl: Abyss,6459306
2698,"[14, 16, 10751, 12]",10150,13.99,The Last Unicorn,6455530
3282,[18],3033,8.123,Gods and Monsters,6451628
3820,[18],300687,10.868,Same Kind of Different as Me,6423605
1792,"[18, 36]",583406,27.0,Judas and the Black Messiah,6416063
3105,[18],468,16.601,My Own Private Idaho,6401336
3648,"[14, 27, 53, 18]",361292,26.576,Suspiria,6348889
8613,"[35, 18, 10749]",27583,16.187,Greenberg,6344112
9887,"[27, 53]",241258,16.331,Incarnate,6341855
9954,"[18, 53, 27]",263472,35.772,Knock Knock,6341684
9616,"[18, 14, 27, 10749]",10075,13.183,Blood and Chocolate,6340723
6395,"[18, 9648]",31662,6.549,Affliction,6330054
5615,[37],14881,15.411,Joe Kidd,6330000
8712,"[35, 878]",86828,20.425,Absolutely Anything,6303792
5403,[35],613349,11.049,A Good Doctor,6294941
9109,"[28, 80]",116613,10.545,The Sweeney,6294161
4547,"[27, 53, 9648]",10226,17.405,High Tension,6291958
6248,"[9648, 18, 35]",23210,10.377,Six Degrees of Separation,6284090
9219,"[28, 12, 878]",286567,25.825,Max Steel,6272403
4031,"[10749, 18]",2259,15.455,The House of the Spirits,6265311
1117,"[35, 27]",246741,16.777,What We Do in the Shadows,6263224
7553,"[35, 18]",10468,12.241,28 Days,6219894
757,[18],404,14.254,The Straight Story,6203044
3553,[28],35854,22.859,Flash Point,6177725
4312,[18],332979,13.936,Bleed for This,6174491
748,"[18, 10749]",359784,14.1,Maudie,6170998
1482,"[35, 18, 53, 9648]",290,15.614,Barton Fink,6153939
2887,[35],19833,12.175,In the Loop,6149791
2593,"[35, 18]",695,13.116,Short Cuts,6110979
3938,"[53, 80, 9648, 18]",4193,9.178,Evil Under the Sun,6110000
5240,"[28, 12, 18]",152747,14.198,All Is Lost,6108720
7684,"[28, 12, 16, 878]",16873,11.288,Battle for Terra,6101046
9129,[18],49014,12.526,Cosmopolis,6063556
2332,"[16, 18]",41201,14.089,The Illusionist,6007194
2561,"[35, 18]",2771,11.314,American Splendor,6003587
1661,"[37, 12, 28, 10749]",6644,20.184,El Dorado,6000000
7125,"[35, 80]",692,18.306,Pink Flamingos,6000000
436,"[9648, 18, 53, 10749]",223,18.639,Rebecca,6000000
1092,"[18, 10749, 53]",3767,11.7,Gilda,6000000
510,"[16, 28, 18]",445030,30.924,No Game No Life: Zero,6000000
2424,"[18, 10751]",43266,9.606,How Green Was My Valley,6000000
8129,"[18, 53]",2370,14.069,Topaz,6000000
369,"[18, 10749]",76,20.722,Before Sunrise,5987386
5092,"[27, 18]",11654,9.449,The Hunger,5979292
4689,"[27, 9648]",397243,34.161,The Autopsy of Jane Doe,5972942
6113,"[80, 18, 53, 28]",7873,13.203,Harsh Times,5967038
9355,[878],429471,21.146,Captive State,5958315
6393,"[53, 80, 9648]",6687,11.489,TransSiberian,5926410
8907,"[18, 10752, 53, 9648]",182,11.026,The Good German,5914908
3341,"[80, 18, 9648, 53]",348668,17.182,A Conspiracy of Faith,5900000
1336,"[35, 18, 36]",522,17.023,Ed Wood,5887457
9086,"[28, 12, 27, 878, 53]",1450,14.318,Blood: The Last Vampire,5874530
614,"[16, 35, 18, 10751, 10749]",393559,12.952,My Life as a Zucchini,5873256
6692,"[18, 10749]",152599,15.365,The Immigrant,5867686
4872,"[36, 10752, 28, 18]",31642,9.448,Heaven & Earth,5864949
2667,"[16, 878, 28, 12, 10751]",1857,30.59,The Transformers: The Movie,5849647
3489,"[27, 28, 53]",9542,19.084,The Hitcher,5844868
4400,"[18, 28, 36]",30596,14.675,Bodyguards and Assassins,5837674
4152,"[27, 53]",19185,27.338,Night of the Living Dead,5835247
1874,"[18, 35, 36, 10749]",11673,10.611,Cyrano de Bergerac,5822041
1444,[18],244088,9.727,Human Capital,5809330
8415,"[28, 878, 53, 9648]",470114,18.545,24 Hours to Live,5805201
7834,"[28, 18, 27, 878, 53]",25769,44.999,Carriers,5802422
485,[37],301,25.572,Rio Bravo,5800000
2128,"[35, 14, 878, 10749]",73624,6.257,The Man from the Future,5799606
8094,"[80, 53, 9648]",13252,14.337,Cleaner,5796630
5461,"[35, 18]",51917,9.004,A Whole Life Ahead,5788176
3505,[18],26973,16.703,Pretty Baby,5786368
7086,"[27, 878]",9102,12.467,Screamers,5781885
9500,"[53, 27, 9648]",258086,9.056,The Damned,5758519
7727,"[35, 80, 10402]",13595,15.194,Airheads,5751882
8406,"[9648, 18, 80, 53]",146223,17.468,Closed Circuit,5750401
855,"[9648, 53, 80]",993,10.237,Sleuth,5750000
507,[18],10997,20.506,Farewell My Concubine,5750000
2110,"[18, 10402, 9648, 10749]",15392,15.805,Crossroads,5738952
7649,"[53, 878, 18]",97370,20.985,Under the Skin,5735963
8286,"[878, 53, 27]",11309,13.069,Hardware,5728953
4791,"[18, 28, 53, 80, 10752]",62630,13.47,The Devil's Double,5728213
5152,"[18, 53]",6072,13.033,One Eight Seven,5716080
4002,[27],864370,105.511,Incantation,5700000
3804,"[18, 36]",9746,14.2,Kundun,5684789
5797,"[36, 18]",267192,13.007,Genius,5681622
5810,"[27, 53, 9648]",39874,12.043,My Bloody Valentine,5672031
1971,[18],342737,14.753,20th Century Women,5664764
2913,"[16, 18, 10749, 35]",291270,18.259,Anomalisa,5659286
5465,"[18, 10749, 80]",12165,14.594,The Burning Plain,5642478
7107,"[18, 53, 878]",43933,17.792,Monsters,5639730
852,"[80, 18]",3309,11.454,Mildred Pierce,5638000
6742,[18],73873,11.323,Albert Nobbs,5634828
9824,"[27, 878, 53]",9827,8.425,Phantoms,5624282
1305,"[28, 16, 80, 9648]",14919,20.413,Batman: Mask of the Phantasm,5617391
8699,"[27, 35]",9431,29.614,Bordello of Blood,5600000
179,[18],666,12.182,Central Station,5596708
5755,"[27, 35]",5680,16.813,"Elvira, Mistress of the Dark",5596267
4777,"[12, 16, 35]",12609,20.163,Help! I'm a Fish,5595327
7667,[35],209355,8.611,The French Minister,5586646
4654,"[53, 18]",245698,12.038,Pawn Sacrifice,5578519
2619,"[18, 27, 80, 53]",398173,22.012,The House That Jack Built,5566776
9147,"[18, 28, 53, 80]",1441,11.17,The Contract,5549200
9468,"[14, 27, 878, 53]",13025,14.343,Diary of the Dead,5540941
5174,"[12, 35, 18, 10749]",21755,11.201,The Brothers Bloom,5530764
3472,"[14, 12, 10751, 18, 878, 10749, 28]",175774,15.931,Ruby Red,5524381
7007,"[27, 35, 53]",5072,10.898,Severance,5515163
2930,[18],11490,7.212,The Child,5507396
8587,[18],53399,6.986,The Solitude of Prime Numbers,5505962
6412,"[10749, 14, 27]",314405,16.479,Tale of Tales,5500277
6875,"[53, 80]",199373,17.075,The Frozen Ground,5496951
5498,"[18, 35]",231576,10.624,Wish I Was Here,5483299
811,[18],137182,10.254,The Broken Circle Breakdown,5475058
26,"[18, 80]",311,32.327,Once Upon a Time in America,5472914
2230,[18],9609,16.012,Of Mice and Men,5471088
5216,"[18, 28, 53, 80]",20083,16.633,Shinjuku Incident,5461200
4901,[18],10183,9.289,Frozen River,5457664
5707,"[12, 18]",77221,11.602,Black Gold,5446000
8361,"[27, 878]",13006,14.319,Split Second,5430822
5641,"[36, 18]",245700,11.436,Mr. Turner,5405500
3418,[37],13909,10.607,She Wore a Yellow Ribbon,5400000
5384,[18],300693,11.506,Truth,5383097
77,"[18, 37]",335,31.645,Once Upon a Time in the West,5380118
3619,"[18, 14]",9300,9.972,Orlando,5377643
5094,"[80, 18, 53]",8270,9.745,The Lookout,5367030
3294,"[28, 878, 53]",7299,23.116,Equilibrium,5359645
7166,"[53, 18, 27, 878]",29787,10.016,Monkey Shines,5344577
8853,"[27, 53]",45657,12.888,The Ward,5343820
1969,"[10402, 35, 10749]",759,16.347,Gentlemen Prefer Blondes,5300000
8443,"[18, 36]",99579,9.284,"Farewell, My Queen",5297232
5541,"[80, 18, 27, 53]",14397,11.353,Whisper,5285197
4889,[18],244772,10.111,The Skeleton Twins,5284309
664,[18],336804,10.359,Mustang,5274664
6904,"[80, 18, 36]",245706,13.179,True Story,5261595
4511,"[18, 35]",258322,9.586,Fasten Your Seatbelts,5260000
4940,"[35, 18]",8669,12.221,Charlie Bartlett,5254986
5392,[18],410117,19.894,Lady Macbeth,5245263
4641,"[10751, 10402, 16, 18, 35]",15171,14.938,Charlotte's Web,5232000
4241,"[28, 12, 16, 878, 10751]",14011,28.213,Justice League: The New Frontier,5231128
361,"[12, 14, 16, 28, 10751, 10749]",10515,40.872,Castle in the Sky,5228752
1920,"[35, 27]",46838,18.217,Tucker and Dale vs. Evil,5224938
5006,"[80, 18, 9648, 53]",245916,11.929,Kill the Messenger,5218973
8702,"[53, 9648]",169219,21.097,The Dyatlov Pass Incident,5217347
7005,"[35, 12, 878, 14]",303542,15.198,The Invisible Boy,5216102
1806,"[12, 35, 10752]",11589,14.073,Kelly's Heroes,5200000
2711,"[14, 10749, 878, 18, 12, 10751, 28]",279229,13.863,Sapphire Blue,5188128
8378,"[18, 53, 9648, 28]",87516,20.216,Oldboy,5186767
6445,"[10749, 18, 35]",1378,19.149,Shortbus,5179037
3223,"[53, 80, 9648]",236735,18.304,Marshland,5169755
1438,"[16, 28]",217993,18.096,Justice League: War,5155325
7432,"[10749, 12, 28, 36]",38543,15.264,Ironclad,5151023
4757,[18],27585,12.998,Rabbit Hole,5144717
7231,"[27, 53]",473149,23.34,Traffik,5132274
5911,"[18, 53, 27]",630240,65.49,Titane,5115725
1142,"[18, 28, 53, 80]",21191,28.702,Sin Nombre,5102705
835,"[53, 27, 18]",11482,12.462,The Tenant,5100000
9369,[18],164251,10.958,Serena,5092129
8544,"[53, 9648, 18, 80]",182560,13.92,Dark Places,5090852
3074,"[80, 18, 9648, 10749, 53]",25736,15.426,The Postman Always Rings Twice,5086000
1401,"[18, 53, 80]",379,16.373,Miller's Crossing,5080409
1114,"[80, 18, 53]",483184,12.02,Dogman,5080147
9727,"[35, 18]",454283,12.285,Action Point,5059608
3477,"[12, 10752, 37]",11916,15.569,Two Mules for Sister Sara,5050000
3029,"[28, 12, 80, 18, 53, 37]",16608,13.536,The Proposition,5048693
8275,"[35, 18]",353569,13.545,Table 19,5042014
2654,"[35, 18]",11446,9.654,Welcome to the Dollhouse,5034794
8721,"[35, 18, 10749]",36691,14.305,Solitary Man,5024782
3566,"[18, 10749]",10995,32.745,The Lover,5013090
6531,[35],592336,9.03,Don't Stop Me Now,5000000
2890,"[28, 53]",9322,17.387,La Femme Nikita,5000000
2283,"[35, 18, 37]",16563,13.525,Seven Brides for Seven Brothers,5000000
47,[18],599,17.992,Sunset Boulevard,5000000
4690,"[27, 878]",28942,13.291,The Brood,5000000
5477,"[10752, 18]",440626,15.912,Sobibor,4988176
8915,"[35, 18, 10749]",377275,8.988,In Bed with Victoria,4971428
2507,"[36, 18, 9648, 53]",411728,19.328,The Professor and the Madman,4957273
5511,"[35, 18, 36]",2290,12.11,Jakob the Liar,4956701
9012,"[27, 35]",3603,18.577,Black Sheep,4947717
972,"[18, 28, 10752]",517093,19.141,Balkan Line,4944386
1582,"[878, 53]",206487,36.654,Predestination,4942449
4455,"[18, 9648]",249397,55.58,Nymphomaniac: Vol. II,4934725
7739,"[53, 18]",258363,15.469,Desierto,4924990
9504,"[53, 27]",185341,31.977,[REC]⁴ Apocalypse,4915757
5034,[18],7859,10.093,Half Nelson,4911725
1204,"[37, 28, 12]",966,25.305,The Magnificent Seven,4905000
39,"[35, 18, 14]",40096,10.114,A Dog's Will,4903192
3692,"[35, 18, 10749, 14, 12]",347031,19.585,Swiss Army Man,4900000
894,"[80, 9648, 53]",910,13.711,The Big Sleep,4900000
5604,[18],44129,9.642,The Company Men,4882577
3914,"[12, 18]",203819,0.792,Tracks,4878242
7732,[18],517468,11.242,The Truth,4873627
6903,"[18, 36]",1689,15.104,Little Buddha,4858139
4471,"[18, 10749]",2266,14.898,Paris Je T'aime,4857367
9945,[35],426962,7.932,Room(h)ates,4855506
2610,"[80, 18]",14375,8.031,Romanzo Criminale,4851244
1039,"[878, 16, 18]",225745,22.803,Steins;Gate: The Movie - Load Region of Déjà Vu,4843719
641,"[18, 53, 10749]",423612,16.543,Never Look Away,4831836
2885,"[35, 27]",3073,10.711,Bud Abbott and Lou Costello Meet Frankenstein,4812444
1992,[18],15774,12.644,Swades,4800000
3154,[28],12259,10.752,Sholay,4800000
7735,"[35, 53, 36, 27]",50204,9.913,Burke & Hare,4791599
5601,"[35, 18, 10749]",300155,11.921,A Royal Night Out,4779170
5108,"[35, 18]",9685,9.663,Igby Goes Down,4777465
1441,"[10402, 35]",11031,14.49,This Is Spinal Tap,4736202
8938,"[28, 18, 80]",73499,17.721,The Double,4729855
2750,"[18, 80]",476,12.729,Drugstore Cowboy,4729352
8227,"[14, 18, 53]",23488,16.096,Dorian Gray,4706919
7938,"[80, 28, 18, 53]",611914,26.264,The Courier,4700862
1163,"[10751, 16, 14, 12, 35]",400160,101.167,The SpongeBob Movie: Sponge on the Run,4700000
8420,[35],563907,6.324,All You Need is Crime,4695495
3715,[18],9692,9.378,The Woodsman,4678405
6945,[28],12721,23.902,"No Retreat, No Surrender",4662137
3509,"[35, 80, 18]",37495,14.311,Four Lions,4658570
5095,[35],532938,7.9,The Shiny Shrimps,4645750
3923,"[18, 53]",210479,11.959,Locke,4635300
5749,"[80, 53, 18]",73567,14.355,Killer Joe,4633668
9180,"[35, 80]",9809,12.478,Let's Go to Prison,4630045
7586,[35],299847,15.742,Happily Mixed Up,4626678
9549,"[35, 14]",11962,13.575,Joe's Apartment,4619014
2776,"[18, 10752, 36]",403300,17.54,A Hidden Life,4612788
6019,"[28, 27, 53]",13022,15.008,Rogue,4609644
8466,"[16, 10751, 14]",520946,37.321,100% Wolf,4608579
5210,"[18, 10749]",6639,12.995,Love in the Time of Cholera,4607608
2030,"[18, 35, 10749]",11807,10.271,Jab We Met,4600000
2989,"[36, 53, 10752]",351339,20.984,Anthropoid,4600000
1229,"[18, 80, 53]",382614,17.319,The Book of Henry,4596705
9593,"[35, 10749]",19556,21.158,Miss March,4591629
4623,"[27, 18, 14]",207686,10.844,The House at the End of Time,4588899
2448,"[18, 36]",287495,11.148,Labyrinth of Lies,4574756
1845,"[53, 16, 28, 80]",242643,23.815,Batman: Assault on Arkham,4571025
9443,[35],441384,15.595,The Beach Bum,4554065
2813,"[18, 10749]",8583,11.64,Dangerous Beauty,4553271
7144,"[18, 80, 53]",643532,21.248,The Card Counter,4546332
8766,[35],320316,5.802,Italiano medio,4541800
8441,"[18, 12]",414001,12.131,The Mercy,4536348
993,"[35, 10749, 10752]",38251,11.235,Mediterraneo,4532791
9538,"[27, 53]",10790,9.465,The Abandoned,4529892
4622,"[12, 14]",444090,30.603,The Ash Lad: In the Hall of the Mountain King,4522950
8777,[53],192149,8.742,The Two Faces of January,4507463
3956,[35],10218,16.996,Swingers,4505922
494,"[35, 10749]",3078,12.751,It Happened One Night,4500000
6771,"[10752, 53, 18]",405775,21.508,The Wall,4500000
2914,"[9648, 10749, 53]",11462,12.155,Suspicion,4500000
2888,"[16, 10751]",13459,44.283,Barbie in 'A Christmas Carol',4496912
4755,"[28, 12]",529106,57.339,Major Grom: Plague Doctor,4493306
543,"[16, 10751, 14, 12]",16859,45.421,Kiki's Delivery Service,4493017
7182,"[35, 18]",31582,8.672,Flawless,4488529
1466,"[28, 80, 18]",11471,14.396,A Better Tomorrow,4469460
5655,"[18, 53, 9648]",4780,11.851,Obsession,4468000
4397,"[28, 53]",174733,9.825,Metro,4463059
1862,"[12, 18, 36]",12311,9.068,Mutiny on the Bounty,4460000
8068,"[10749, 35]",289727,8.649,The Rewrite,4453524
569,"[35, 10749]",200727,50.634,"Love, Rosie",4439431
4275,"[35, 10749, 878, 18]",84332,13.255,Safety Not Guaranteed,4424699
1178,"[80, 18, 9648]",592,18.508,The Conversation,4420000
3853,"[10751, 28, 35]",592834,20.598,My Spy,4418501
6329,"[35, 18]",356298,8.645,Don't Think Twice,4417667
7363,"[18, 35]",82532,7.522,"Jeff, Who Lives at Home",4417580
5497,"[10752, 28, 36, 53]",339259,27.025,The Man with the Iron Heart,4412639
6599,"[18, 27, 878]",819876,29.918,Crimes of the Future,4400000
2451,[18],11832,12.975,Babette's Feast,4398938
1556,[18],265180,14.636,Leviathan,4396821
6427,"[27, 14]",11905,12.899,The Company of Wolves,4389334
9189,"[80, 18, 53]",25137,11.241,Beyond a Reasonable Doubt,4388563
6781,"[14, 27]",26515,13.052,Pumpkinhead,4385516
947,[18],4960,14.001,"Synecdoche, New York",4383538
9195,[27],112454,28.606,Clown,4381603
7482,"[18, 36, 53]",390061,13.993,Mark Felt: The Man Who Brought Down the White House,4372130
2250,"[28, 35, 27, 80, 14]",10722,10.525,The Day of the Beast,4367497
4529,"[35, 18]",303991,18.924,Demolition,4366460
2918,"[18, 35, 10749]",5488,11.006,"I'm a Cyborg, but That's OK",4354510
9899,"[80, 18, 36, 53]",339103,9.264,Gotti,4343227
2785,"[18, 10402, 10749]",3111,12.543,A Star Is Born,4335968
3901,"[18, 10402]",1808,13.477,Velvet Goldmine,4313644
2411,"[36, 28, 18]",551271,1259.809,Medieval,4311284
295,"[12, 18, 37]",3090,16.524,The Treasure of the Sierra Madre,4307000
107,"[16, 14, 10749, 18]",476292,37.141,Maquia: When the Promised Flower Blooms,4300000
2248,[18],632617,17.941,C'mon C'mon,4300000
9454,[27],587496,27.202,The Rental,4296804
7940,"[878, 53]",597890,39.934,Voyagers,4284903
8468,"[35, 18]",337154,9.77,The Meddler,4267218
9156,"[80, 35]",5,22.182,Four Rooms,4257354
5433,"[18, 10749]",311291,8.851,45 Years,4250507
64,"[35, 18, 10749]",901,16.799,City Lights,4250000
7633,"[10749, 53, 18]",451955,15.149,Double Lover,4248574
9830,"[35, 10749]",20825,7.934,I Hate Valentine's Day,4243957
5112,"[18, 9648]",20156,15.167,Exotica,4221036
4924,"[35, 10402]",9781,13.157,Detroit Rock City,4217115
8791,"[35, 18]",270010,14.354,A Hologram for the King,4212494
7975,"[12, 28, 10752]",12663,12.472,Red Scorpion,4192440
1280,[18],13393,10.507,My Father and My Son,4187299
1965,"[18, 9648, 27]",1923,16.689,Twin Peaks: Fire Walk with Me,4184990
2730,"[12, 10751, 18]",754067,23.984,Vicky and Her Mystery,4181043
7360,"[27, 9648, 53]",516632,27.131,The Empty Man,4176641
9917,"[18, 28, 53]",10064,10.641,Edison,4165675
7926,"[27, 53]",59429,33.055,Paranormal Activity: Tokyo Night,4160000
4806,"[14, 27]",46146,113.652,Troll Hunter,4159678
7824,"[35, 10751]",486070,9.408,Blessed Madness,4154000
7712,"[35, 27, 14]",6552,17.0,Idle Hands,4152230
3032,[18],8092,18.462,This Boy's Life,4104962
6577,"[18, 10749]",515911,11.074,Lady J,4100000
2740,"[28, 53, 80]",117691,6.688,Gangs of Wasseypur - Part 1,4100000
545,"[16, 10751, 14, 35, 12]",597316,43.568,My Little Pony: A New Generation,4100000
3086,"[18, 27]",393519,20.84,Raw,4100000
6043,[18],453755,14.09,Arctic,4100000
7765,"[28, 80, 53]",336004,15.573,Heist,4100000
3613,"[18, 10749]",14752,10.543,Dil Chahta Hai,4099000
4084,[18],265189,13.831,Force Majeure,4094339
4124,"[18, 36]",402298,12.774,Denial,4073489
1724,"[35, 18]",121986,13.973,Frances Ha,4069826
9702,"[28, 35, 878]",9067,14.299,Tank Girl,4064495
3488,"[27, 9648, 53]",16938,22.335,Black Christmas,4053000
2994,"[14, 53, 27, 9648, 18]",1730,13.7,Inland Empire,4045770
3138,"[16, 878]",9606,22.494,Metropolis,4035192
2680,"[80, 18, 53]",799876,87.052,The Outfit,4026709
5912,"[35, 18]",515818,6.666,Yao,4017253
5379,"[18, 10402]",3902,13.734,I'm Not There,4001121
4420,"[35, 18]",11129,9.347,Human Traffic,4000000
1075,[35],430,8.033,"One, Two, Three",4000000
3742,"[27, 18]",25508,14.034,Cat People,4000000
586,"[28, 18, 36, 10752]",11953,17.429,Kagemusha,4000000
6853,"[27, 878]",8851,12.619,The Blob,4000000
1445,"[10751, 14, 35]",252,46.084,Willy Wonka & the Chocolate Factory,4000000
284,"[12, 35, 18]",962,14.946,The Gold Rush,4000000
2635,"[18, 36]",3059,11.441,Intolerance: Love's Struggle Throughout the Ages,4000000
